anio,carrera_grupo,Carrera_normalizada,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,estudiantes_mujeres_pct,inscripciones_mujeres_pct,estudiantes_hombres_pct
2011,Artes,Teatro y Danza,2419.0,673.0,1746.0,546.0,143.0,403.0,76.0,14.0,62.0,0.7217858619264159,0.7380952380952381,0.27821413807358414
2011,Ciencias Exactas,Astronomia y Astrofisica,809.0,315.0,494.0,168.0,101.0,67.0,32.0,11.0,21.0,0.6106304079110012,0.39880952380952384,0.38936959208899874
2011,Ciencias Exactas,Atmosfera,42.0,23.0,19.0,8.0,3.0,5.0,3.0,2.0,1.0,0.4523809523809524,0.625,0.5476190476190477
2011,Ciencias Exactas,Fisica,3130.0,2287.0,843.0,554.0,399.0,155.0,176.0,117.0,59.0,0.2693290734824281,0.27978339350180503,0.7306709265175719
2011,Ciencias Exactas,Geologia,4845.0,2779.0,2066.0,1165.0,657.0,508.0,145.0,75.0,70.0,0.4264189886480908,0.43605150214592275,0.5735810113519092
2011,Ciencias Exactas,Matematica,4709.0,2074.0,2635.0,1091.0,430.0,661.0,159.0,63.0,96.0,0.5595667870036101,0.6058661778185152,0.4404332129963899
2011,Ciencias Exactas,Otros,1670.0,702.0,968.0,419.0,152.0,267.0,94.0,55.0,39.0,0.5796407185628742,0.6372315035799523,0.42035928143712575
2011,Ciencias Exactas,Quimica,7588.0,2874.0,4714.0,1773.0,649.0,1124.0,839.0,296.0,543.0,0.6212440695835529,0.6339537507050197,0.378755930416447
2011,Comunicacion,Comercializacion y Marketing,11942.0,6984.0,4958.0,3710.0,2142.0,1568.0,1165.0,556.0,609.0,0.4151733377993636,0.4226415094339623,0.5848266622006364
2011,Comunicacion,Idiomas Extranjeros,13339.0,2250.0,11089.0,3469.0,712.0,2757.0,659.0,65.0,594.0,0.83132168828248,0.7947535312770251,0.16867831171752004
2011,Comunicacion,Letras,14198.0,3987.0,10211.0,2549.0,739.0,1810.0,360.0,87.0,273.0,0.7191858008170164,0.7100823852491173,0.2808141991829835
2011,Comunicacion,Locucion,290.0,119.0,171.0,182.0,76.0,106.0,33.0,8.0,25.0,0.5896551724137931,0.5824175824175825,0.4103448275862069
2011,Comunicacion,Marketing y Comercializacion,695.0,310.0,385.0,284.0,127.0,157.0,80.0,40.0,40.0,0.5539568345323741,0.5528169014084507,0.4460431654676259
2011,Comunicacion,Otros,176.0,16.0,160.0,86.0,10.0,76.0,0.0,0.0,0.0,0.9090909090909091,0.8837209302325582,0.09090909090909091
2011,Comunicacion,Periodismo,6206.0,2550.0,3656.0,1398.0,665.0,733.0,482.0,192.0,290.0,0.5891073155011279,0.5243204577968527,0.41089268449887206
2011,Comunicacion,Periodismo Deportivo,184.0,72.0,112.0,100.0,43.0,57.0,3.0,3.0,0.0,0.6086956521739131,0.57,0.391304347826087
2011,Comunicacion,Publicidad,6594.0,2868.0,3726.0,1555.0,686.0,869.0,781.0,280.0,501.0,0.565059144676979,0.5588424437299035,0.4349408553230209
2011,Comunicacion,Relaciones Publicas,9508.0,2545.0,6963.0,2384.0,721.0,1663.0,793.0,144.0,649.0,0.7323306689103912,0.6975671140939598,0.2676693310896088
2011,Comunicacion,Traduccion Cientifica,427.0,45.0,382.0,135.0,16.0,119.0,43.0,3.0,40.0,0.8946135831381733,0.8814814814814815,0.1053864168618267
2011,Diseño,Diseño Grafico,24347.0,9965.0,14382.0,4611.0,1855.0,2756.0,1376.0,487.0,889.0,0.590709327637902,0.5977011494252874,0.409290672362098
2011,Diseño,Diseño Industrial,10269.0,5801.0,4468.0,2082.0,1115.0,967.0,538.0,261.0,277.0,0.43509591975849643,0.4644572526416907,0.5649040802415035
2011,Diseño,Diseño Multimedia,1498.0,969.0,529.0,427.0,257.0,170.0,19.0,10.0,9.0,0.3531375166889186,0.3981264637002342,0.6468624833110814
2011,Diseño,Diseño Textil y de Indumentaria,11567.0,630.0,10937.0,2614.0,163.0,2451.0,595.0,17.0,578.0,0.9455347108152503,0.9376434583014537,0.054465289184749716
2011,Diseño,Diseño Videojuegos,214.0,197.0,17.0,116.0,109.0,7.0,0.0,0.0,0.0,0.0794392523364486,0.0603448275862069,0.9205607476635514
2011,Diseño,Diseño de Interiores,3230.0,498.0,2732.0,746.0,126.0,620.0,199.0,20.0,179.0,0.8458204334365325,0.8310991957104558,0.15417956656346749
2011,Diseño,Otros,849.0,277.0,572.0,260.0,86.0,174.0,98.0,25.0,73.0,0.673733804475854,0.6692307692307692,0.32626619552414604
2011,Economicas,Actuariales,2864.0,1386.0,1478.0,285.0,136.0,149.0,61.0,26.0,35.0,0.5160614525139665,0.5228070175438596,0.48393854748603354
2011,Economicas,Adm. Agraria,4840.0,2945.0,1895.0,1410.0,852.0,558.0,319.0,179.0,140.0,0.3915289256198347,0.39574468085106385,0.6084710743801653
2011,Economicas,Adm. Empresas,101450.0,49517.0,51933.0,24382.0,12020.0,12362.0,6302.0,3168.0,3134.0,0.5119073435189748,0.5070133705192355,0.4880926564810251
2011,Economicas,Adm. Industrial,2940.0,2210.0,730.0,756.0,593.0,163.0,244.0,191.0,53.0,0.24829931972789115,0.2156084656084656,0.7517006802721088
2011,Economicas,Comercio Exterior,15433.0,8116.0,7317.0,3761.0,2053.0,1708.0,978.0,463.0,515.0,0.47411391174755396,0.45413453868651954,0.5258860882524461
2011,Economicas,Contabilidad,149883.0,63355.0,86528.0,25007.0,11094.0,13913.0,8368.0,3404.0,4964.0,0.577303630164862,0.5563642180189547,0.4226963698351381
2011,Economicas,Economia,17390.0,10037.0,7353.0,3640.0,2082.0,1558.0,968.0,566.0,402.0,0.4228292121909143,0.428021978021978,0.5771707878090857
2011,Economicas,Estadistica,1146.0,429.0,717.0,224.0,121.0,103.0,78.0,24.0,54.0,0.6256544502617801,0.45982142857142855,0.3743455497382199
2011,Economicas,Finanzas,6706.0,3987.0,2719.0,2670.0,1550.0,1120.0,789.0,527.0,262.0,0.4054577989859827,0.41947565543071164,0.5945422010140173
2011,Economicas,Logistica y Transportes,1037.0,828.0,209.0,445.0,344.0,101.0,31.0,14.0,17.0,0.20154291224686596,0.22696629213483147,0.7984570877531341
2011,Economicas,Otros,2652.0,851.0,1801.0,1627.0,575.0,1052.0,77.0,27.0,50.0,0.6791101055806938,0.6465888137676705,0.3208898944193062
2011,Economicas,Recursos Humanos,20204.0,6239.0,13965.0,5698.0,1816.0,3882.0,1141.0,283.0,858.0,0.6911997624232825,0.6812916812916813,0.3088002375767175
2011,Economicas,Recursos Naturales,38.0,19.0,19.0,0.0,0.0,0.0,6.0,2.0,4.0,0.5,,0.5
2011,Educacion,Ciencias de la Educacion,23627.0,4469.0,19158.0,7737.0,1722.0,6015.0,1774.0,330.0,1444.0,0.8108519913658103,0.7774331136099263,0.1891480086341897
2011,Educacion,Educacion Basica,5814.0,471.0,5343.0,1648.0,172.0,1476.0,374.0,32.0,342.0,0.9189886480908153,0.8956310679611651,0.08101135190918472
2011,Educacion,Educacion Especial,3388.0,261.0,3127.0,1123.0,106.0,1017.0,116.0,9.0,107.0,0.9229634002361276,0.9056099732858415,0.07703659976387249
2011,Educacion,Educacion Inicial,9347.0,467.0,8880.0,4174.0,393.0,3781.0,501.0,4.0,497.0,0.9500374451695731,0.9058457115476761,0.04996255483042687
2011,Educacion,Educacion Media,7694.0,2340.0,5354.0,1851.0,549.0,1302.0,737.0,212.0,525.0,0.6958669092799584,0.7034035656401945,0.3041330907200416
2011,Educacion,Educacion Superior,4798.0,1705.0,3093.0,1739.0,622.0,1117.0,574.0,199.0,375.0,0.6446436015006253,0.6423231742380678,0.3553563984993747
2011,Educacion,Educacion de Adultos,70.0,10.0,60.0,38.0,10.0,28.0,1.0,0.0,1.0,0.8571428571428571,0.7368421052631579,0.14285714285714285
2011,Educacion,Gestion Educativa,6846.0,1599.0,5247.0,2420.0,498.0,1922.0,367.0,81.0,286.0,0.766432953549518,0.7942148760330578,0.23356704645048204
2011,Educacion,Otros,5014.0,1135.0,3879.0,1359.0,375.0,984.0,584.0,108.0,476.0,0.7736338252891902,0.7240618101545254,0.22636617471080972
2011,Educacion,Profesorado,67360.0,19342.0,48018.0,18408.0,6044.0,12364.0,3245.0,755.0,2490.0,0.7128562945368171,0.671664493698392,0.2871437054631829
2011,Educacion,Tecnologia Educativa,1759.0,765.0,994.0,601.0,252.0,349.0,148.0,65.0,83.0,0.5650938032973281,0.5806988352745425,0.434906196702672
2011,"Hoteleria, Gastronomia y Turismo",Gastronomia,764.0,329.0,435.0,298.0,140.0,158.0,31.0,8.0,23.0,0.569371727748691,0.5302013422818792,0.4306282722513089
2011,"Hoteleria, Gastronomia y Turismo",Hoteleria,2440.0,598.0,1842.0,508.0,148.0,360.0,210.0,43.0,167.0,0.7549180327868853,0.7086614173228346,0.24508196721311476
2011,"Hoteleria, Gastronomia y Turismo",Turismo,17248.0,5585.0,11663.0,4568.0,1564.0,3004.0,1009.0,240.0,769.0,0.6761943413729128,0.6576182136602452,0.3238056586270872
2011,"Hoteleria, Gastronomia y Turismo",Turismo y Hoteleria,3117.0,915.0,2202.0,971.0,307.0,664.0,152.0,28.0,124.0,0.7064485081809432,0.6838311019567456,0.29355149181905676
2011,Ingenieria,Agrimensura,386.0,271.0,115.0,4.0,4.0,0.0,33.0,27.0,6.0,0.2979274611398964,0.0,0.7020725388601037
2011,Ingenieria,Biotecnologia,1088.0,664.0,424.0,202.0,114.0,88.0,58.0,38.0,20.0,0.3897058823529412,0.43564356435643564,0.6102941176470589
2011,Ingenieria,Ciencias del Ambiente y Recursos Naturales,151.0,90.0,61.0,19.0,11.0,8.0,7.0,2.0,5.0,0.40397350993377484,0.42105263157894735,0.5960264900662252
2011,Ingenieria,Electromecanica,228.0,224.0,4.0,87.0,85.0,2.0,11.0,11.0,0.0,0.017543859649122806,0.022988505747126436,0.9824561403508771
2011,Ingenieria,Electronica,1726.0,1657.0,69.0,612.0,583.0,29.0,259.0,251.0,8.0,0.03997682502896872,0.04738562091503268,0.9600231749710313
2011,Ingenieria,Higiene y Seguridad Industrial,187.0,131.0,56.0,66.0,47.0,19.0,34.0,21.0,13.0,0.2994652406417112,0.2878787878787879,0.7005347593582888
2011,Ingenieria,Ingenieria Aeronautica,1363.0,1243.0,120.0,252.0,225.0,27.0,30.0,28.0,2.0,0.0880410858400587,0.10714285714285714,0.9119589141599413
2011,Ingenieria,Ingenieria Ambiental,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,Ingenieria,Ingenieria Basica,176.0,155.0,21.0,89.0,85.0,4.0,413.0,320.0,93.0,0.11931818181818182,0.0449438202247191,0.8806818181818182
2011,Ingenieria,Ingenieria Civil,19544.0,15215.0,4329.0,4076.0,3110.0,966.0,640.0,509.0,131.0,0.22150020466639378,0.23699705593719333,0.7784997953336062
2011,Ingenieria,Ingenieria Electrica,4864.0,4615.0,249.0,976.0,906.0,70.0,171.0,154.0,17.0,0.051192434210526314,0.07172131147540983,0.9488075657894737
2011,Ingenieria,Ingenieria Electromecanica,6517.0,6315.0,202.0,1367.0,1300.0,67.0,236.0,233.0,3.0,0.030995856989412308,0.04901243599122165,0.9690041430105877
2011,Ingenieria,Ingenieria Electronica,17731.0,16739.0,992.0,3154.0,2942.0,212.0,694.0,613.0,81.0,0.05594721109920478,0.06721623335447051,0.9440527889007952
2011,Ingenieria,Ingenieria Forestal e Industrias de la Madera,1255.0,787.0,468.0,232.0,148.0,84.0,47.0,37.0,10.0,0.37290836653386455,0.3620689655172414,0.6270916334661355
2011,Ingenieria,"Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo",1865.0,1416.0,449.0,492.0,351.0,141.0,108.0,86.0,22.0,0.24075067024128685,0.2865853658536585,0.7592493297587132
2011,Ingenieria,Ingenieria Hidraulica,490.0,349.0,141.0,109.0,79.0,30.0,15.0,11.0,4.0,0.28775510204081634,0.27522935779816515,0.7122448979591837
2011,Ingenieria,Ingenieria Industrial,28074.0,21941.0,6133.0,5566.0,4240.0,1326.0,1415.0,1083.0,332.0,0.2184583600484434,0.23823212360761767,0.7815416399515566
2011,Ingenieria,Ingenieria Laboral,132.0,100.0,32.0,29.0,23.0,6.0,45.0,39.0,6.0,0.24242424242424243,0.20689655172413793,0.7575757575757576
2011,Ingenieria,Ingenieria Mecanica,14321.0,13702.0,619.0,3155.0,2986.0,169.0,390.0,370.0,20.0,0.043223238600656376,0.05356576862123613,0.9567767613993436
2011,Ingenieria,Ingenieria Metalurgica,226.0,161.0,65.0,45.0,33.0,12.0,8.0,4.0,4.0,0.28761061946902655,0.26666666666666666,0.7123893805309734
2011,Ingenieria,Ingenieria Naval,1529.0,1319.0,210.0,406.0,341.0,65.0,163.0,145.0,18.0,0.13734466971877043,0.16009852216748768,0.8626553302812295
2011,Ingenieria,Ingenieria Quimica,14021.0,7226.0,6795.0,2559.0,1275.0,1284.0,646.0,313.0,333.0,0.48463019756080167,0.5017584994138335,0.5153698024391984
2011,Ingenieria,Ingenieria Textil,151.0,56.0,95.0,19.0,4.0,15.0,7.0,5.0,2.0,0.6291390728476821,0.7894736842105263,0.3708609271523179
2011,Ingenieria,Ingenieria Vial,47.0,36.0,11.0,27.0,21.0,6.0,14.0,13.0,1.0,0.23404255319148937,0.2222222222222222,0.7659574468085106
2011,Ingenieria,Ingenieria en Agrimensura,2038.0,1461.0,577.0,526.0,376.0,150.0,54.0,41.0,13.0,0.2831207065750736,0.28517110266159695,0.7168792934249264
2011,Ingenieria,Ingenieria en Alimentos,30.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,,0.43333333333333335
2011,Ingenieria,Ingenieria en Construcciones,192.0,164.0,28.0,15.0,13.0,2.0,32.0,24.0,8.0,0.14583333333333334,0.13333333333333333,0.8541666666666666
2011,Ingenieria,Ingenieria en Materiales,419.0,276.0,143.0,107.0,63.0,44.0,28.0,19.0,9.0,0.3412887828162291,0.411214953271028,0.6587112171837709
2011,Ingenieria,Ingenieria en Minas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
2011,Ingenieria,Ingenieria en Telecomunicaciones,940.0,854.0,86.0,230.0,210.0,20.0,47.0,43.0,4.0,0.09148936170212765,0.08695652173913043,0.9085106382978724
2011,Ingenieria,Ingenieria en Vias de Comunicacion,35.0,27.0,8.0,1.0,1.0,0.0,4.0,3.0,1.0,0.22857142857142856,0.0,0.7714285714285715
2011,Ingenieria,Organizacion y Produccion Industrial,380.0,336.0,44.0,129.0,109.0,20.0,33.0,26.0,7.0,0.11578947368421053,0.15503875968992248,0.8842105263157894
2011,Ingenieria,Produccion e Ingenieria Agropecuaria,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,,0.7272727272727273
2011,Ingenieria,Redes y Telecomunicaciones,487.0,443.0,44.0,266.0,247.0,19.0,46.0,45.0,1.0,0.09034907597535935,0.07142857142857142,0.9096509240246407
2011,Ingenieria,Tecnologia e Ingenieria Minera,66.0,57.0,9.0,13.0,11.0,2.0,0.0,0.0,0.0,0.13636363636363635,0.15384615384615385,0.8636363636363636
2011,Ingenieria,Tecnologia e Ingenieria en Alimentos,148.0,72.0,76.0,40.0,13.0,27.0,19.0,5.0,14.0,0.5135135135135135,0.675,0.4864864864864865
2011,Ingenieria,Tecnologia y Ciencias Aplicadas,1290.0,1040.0,250.0,372.0,301.0,71.0,41.0,31.0,10.0,0.1937984496124031,0.19086021505376344,0.8062015503875969
2011,Juridicas,Abogacia,197842.0,84481.0,113361.0,39609.0,17668.0,21941.0,10245.0,4290.0,5955.0,0.5729875355081328,0.5539397611653917,0.42701246449186725
2011,Juridicas,Ciencia Politica,21.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,,0.5238095238095238
2011,Juridicas,Contabilidad,2107.0,1001.0,1106.0,468.0,214.0,254.0,190.0,98.0,92.0,0.5249169435215947,0.5427350427350427,0.4750830564784053
2011,Juridicas,Criminologia,6590.0,2490.0,4100.0,2505.0,1028.0,1477.0,276.0,113.0,163.0,0.622154779969651,0.589620758483034,0.37784522003034904
2011,Juridicas,Derecho y Ciencias Juridicas,24562.0,10760.0,13802.0,6392.0,2865.0,3527.0,3912.0,1684.0,2228.0,0.5619249246804007,0.5517834793491865,0.4380750753195994
2011,Juridicas,Filosofia,68.0,37.0,31.0,30.0,17.0,13.0,2.0,1.0,1.0,0.45588235294117646,0.43333333333333335,0.5441176470588235
2011,Juridicas,Historia,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0
2011,Juridicas,Ingenieria en Vias de Comunicacion,187.0,121.0,66.0,103.0,66.0,37.0,0.0,0.0,0.0,0.35294117647058826,0.3592233009708738,0.6470588235294118
2011,Juridicas,Logistica y Transportes,44.0,37.0,7.0,11.0,9.0,2.0,25.0,20.0,5.0,0.1590909090909091,0.18181818181818182,0.8409090909090909
2011,Juridicas,Martillero Publico,17759.0,9432.0,8327.0,7941.0,4286.0,3655.0,2150.0,1088.0,1062.0,0.46888901402105976,0.46026948747009194,0.5311109859789402
2011,Juridicas,Medicina,30.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,0.4
2011,Juridicas,Notariado,5163.0,1492.0,3671.0,1311.0,411.0,900.0,451.0,119.0,332.0,0.7110207243850475,0.6864988558352403,0.28897927561495257
2011,Juridicas,Relaciones Internacionales,142.0,43.0,99.0,122.0,39.0,83.0,0.0,0.0,0.0,0.6971830985915493,0.680327868852459,0.3028169014084507
2011,Juridicas,Seguridad,2686.0,2064.0,622.0,1118.0,886.0,232.0,299.0,231.0,68.0,0.2315711094564408,0.2075134168157424,0.7684288905435592
2011,Juridicas,Sociologia,7.0,4.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.5714285714285714
2011,Naturales,Administracion y Gestion Ambiental,2181.0,1056.0,1125.0,601.0,289.0,312.0,185.0,84.0,101.0,0.515818431911967,0.519134775374376,0.48418156808803303
2011,Naturales,Biologia,17762.0,5738.0,12024.0,3326.0,1165.0,2161.0,1001.0,310.0,691.0,0.6769507938295237,0.6497294046903187,0.3230492061704763
2011,Naturales,Biotecnologia,5103.0,2014.0,3089.0,880.0,368.0,512.0,252.0,105.0,147.0,0.6053301979227905,0.5818181818181818,0.3946698020772095
2011,Naturales,Ciencias del Ambiente y Recursos Naturales,10407.0,3742.0,6665.0,3119.0,1150.0,1969.0,441.0,222.0,219.0,0.640434323051792,0.6312920807951267,0.35956567694820796
2011,Naturales,Dermatologia y Podologia,26.0,4.0,22.0,0.0,0.0,0.0,6.0,0.0,6.0,0.8461538461538461,,0.15384615384615385
2011,Naturales,Enologia y Frutihorticultura,1692.0,611.0,1081.0,388.0,174.0,214.0,65.0,29.0,36.0,0.6388888888888888,0.5515463917525774,0.3611111111111111
2011,Naturales,Farmacia,64.0,2.0,62.0,19.0,0.0,19.0,3.0,1.0,2.0,0.96875,1.0,0.03125
2011,Naturales,Geofisica,432.0,247.0,185.0,73.0,45.0,28.0,9.0,7.0,2.0,0.42824074074074076,0.3835616438356164,0.5717592592592593
2011,Naturales,Geografia,3066.0,1248.0,1818.0,615.0,302.0,313.0,107.0,46.0,61.0,0.5929549902152642,0.5089430894308943,0.4070450097847358
2011,Naturales,Geologia,15.0,9.0,6.0,3.0,3.0,0.0,4.0,2.0,2.0,0.4,0.0,0.6
2011,Naturales,Gestion y Administracion de Empresas,24.0,20.0,4.0,11.0,9.0,2.0,3.0,3.0,0.0,0.16666666666666666,0.18181818181818182,0.8333333333333334
2011,Naturales,Guardaparque,318.0,219.0,99.0,88.0,59.0,29.0,27.0,15.0,12.0,0.3113207547169811,0.32954545454545453,0.6886792452830188
2011,Naturales,Historia,14.0,5.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0,0.6428571428571429,0.5,0.35714285714285715
2011,Naturales,Ingenieria Agronomica,25263.0,17926.0,7337.0,3845.0,2633.0,1212.0,1265.0,903.0,362.0,0.29042473182124057,0.3152145643693108,0.7095752681787595
2011,Naturales,Ingenieria Ambiental,989.0,415.0,574.0,344.0,160.0,184.0,51.0,21.0,30.0,0.5803842264914054,0.5348837209302325,0.4196157735085945
2011,Naturales,Ingenieria Civil,36.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,,0.9166666666666666
2011,Naturales,Ingenieria Forestal e Industrias de la Madera,310.0,169.0,141.0,115.0,52.0,63.0,13.0,8.0,5.0,0.45483870967741935,0.5478260869565217,0.5451612903225806
2011,Naturales,"Ingenieria Geodesta Geofisica, Nuclear, Energetica y en Petroleo",803.0,588.0,215.0,286.0,209.0,77.0,80.0,69.0,11.0,0.26774595267745954,0.2692307692307692,0.7322540473225405
2011,Naturales,Ingenieria Hidraulica,77.0,49.0,28.0,8.0,5.0,3.0,5.0,3.0,2.0,0.36363636363636365,0.375,0.6363636363636364
2011,Naturales,Ingenieria Industrial,71.0,70.0,1.0,39.0,39.0,0.0,3.0,3.0,0.0,0.014084507042253521,0.0,0.9859154929577465
2011,Naturales,Ingenieria Mecanica,72.0,71.0,1.0,47.0,46.0,1.0,2.0,2.0,0.0,0.013888888888888888,0.02127659574468085,0.9861111111111112
2011,Naturales,Ingenieria Metalurgica,77.0,58.0,19.0,2.0,0.0,2.0,4.0,2.0,2.0,0.24675324675324675,1.0,0.7532467532467533
2011,Naturales,Laboratorio,768.0,177.0,591.0,317.0,74.0,243.0,96.0,15.0,81.0,0.76953125,0.7665615141955836,0.23046875
2011,Naturales,Medicina,80.0,13.0,67.0,36.0,3.0,33.0,1.0,0.0,1.0,0.8375,0.9166666666666666,0.1625
2011,Naturales,Meteorologia,441.0,190.0,251.0,101.0,38.0,63.0,6.0,3.0,3.0,0.5691609977324263,0.6237623762376238,0.4308390022675737
2011,Naturales,Mineria,240.0,167.0,73.0,159.0,107.0,52.0,0.0,0.0,0.0,0.30416666666666664,0.3270440251572327,0.6958333333333333
2011,Naturales,"Paisajismo, Jardineria y Floricultura",2036.0,692.0,1344.0,495.0,168.0,327.0,50.0,15.0,35.0,0.6601178781925344,0.6606060606060606,0.33988212180746563
2011,Naturales,Produccion Animal,2408.0,1745.0,663.0,653.0,480.0,173.0,103.0,78.0,25.0,0.2753322259136213,0.2649310872894334,0.7246677740863787
2011,Naturales,Produccion e Ingenieria Agropecuaria,3928.0,2605.0,1323.0,1232.0,830.0,402.0,207.0,145.0,62.0,0.33681262729124234,0.3262987012987013,0.6631873727087576
2011,Naturales,Produccion e Ingenieria Pesquera,385.0,200.0,185.0,124.0,58.0,66.0,43.0,16.0,27.0,0.4805194805194805,0.532258064516129,0.5194805194805194
2011,Naturales,Sanidad y Saneamiento Ambiental,3409.0,961.0,2448.0,1384.0,400.0,984.0,340.0,88.0,252.0,0.7180991493106483,0.7109826589595376,0.2819008506893517
2011,Naturales,Sociologia,24.0,14.0,10.0,9.0,4.0,5.0,4.0,3.0,1.0,0.4166666666666667,0.5555555555555556,0.5833333333333334
2011,Naturales,Tecnologia e Ingenieria Minera,657.0,452.0,205.0,150.0,99.0,51.0,14.0,9.0,5.0,0.3120243531202435,0.34,0.6879756468797564
2011,Naturales,Tecnologia e Ingenieria en Alimentos,8814.0,2949.0,5865.0,2002.0,658.0,1344.0,616.0,188.0,428.0,0.6654186521443158,0.6713286713286714,0.33458134785568416
2011,Naturales,Tecnologia y Ciencias Aplicadas,10.0,7.0,3.0,10.0,7.0,3.0,0.0,0.0,0.0,0.3,0.3,0.7
2011,Naturales,Topografia y Cartografia,310.0,219.0,91.0,91.0,69.0,22.0,10.0,9.0,1.0,0.29354838709677417,0.24175824175824176,0.7064516129032258
2011,Naturales,Veterinaria,22032.0,8836.0,13196.0,3378.0,1216.0,2162.0,1006.0,457.0,549.0,0.5989469862018881,0.6400236826524571,0.4010530137981118
2011,Otros,Bibliotecologia y Documentacion,3931.0,813.0,3118.0,1228.0,262.0,966.0,247.0,49.0,198.0,0.79318239633681,0.7866449511400652,0.20681760366319002
2011,Otros,Cosmetologia,138.0,3.0,135.0,88.0,2.0,86.0,33.0,1.0,32.0,0.9782608695652174,0.9772727272727273,0.021739130434782608
2011,Otros,Educacion Fisica y Deportes,15006.0,8397.0,6609.0,4254.0,2541.0,1713.0,814.0,448.0,366.0,0.44042383046781286,0.4026798307475317,0.5595761695321871
2011,Otros,Enologia y Frutihorticultura,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
2011,Otros,Gestion Deportes,34.0,28.0,6.0,22.0,17.0,5.0,0.0,0.0,0.0,0.17647058823529413,0.22727272727272727,0.8235294117647058
